user_id,task_count,event_count,activity_cluster
5733,3,3,Medium Activity
5734,3,3,Medium Activity
5735,3,3,Medium Activity
5737,3,3,Medium Activity
5743,3,3,Medium Activity
5744,3,3,Medium Activity
5752,3,3,Medium Activity
5757,3,3,Medium Activity
5759,3,3,Medium Activity
5761,3,3,Medium Activity
5763,3,3,Medium Activity
5764,3,3,Medium Activity
5765,3,3,Medium Activity
5782,3,3,Medium Activity
5783,3,3,Medium Activity
5790,3,3,Medium Activity
5795,3,3,Medium Activity
5801,3,3,Medium Activity
5805,3,3,Medium Activity
5810,3,3,Medium Activity
5812,3,3,Medium Activity
5821,3,3,Medium Activity
5824,3,3,Medium Activity
5835,3,3,Medium Activity
5842,3,3,Medium Activity
5859,3,3,Medium Activity
5860,3,3,Medium Activity
5873,3,3,Medium Activity
5878,3,3,Medium Activity
5880,3,3,Medium Activity
5883,3,3,Medium Activity
5885,3,3,Medium Activity
5887,3,3,Medium Activity
5888,3,3,Medium Activity
5892,3,3,Medium Activity
5894,3,3,Medium Activity
5895,3,3,Medium Activity
5901,3,3,Medium Activity
5907,3,3,Medium Activity
5916,3,3,Medium Activity
5920,3,3,Medium Activity
5929,3,3,Medium Activity
5931,3,3,Medium Activity
5935,3,3,Medium Activity
5946,3,3,Medium Activity
5968,3,3,Medium Activity
5979,3,3,Medium Activity
5984,3,3,Medium Activity
5990,3,3,Medium Activity
5998,3,3,Medium Activity
5999,3,3,Medium Activity
6003,3,2,Medium Activity
6004,3,2,Medium Activity
6010,3,2,Medium Activity
6012,3,2,Medium Activity
6016,3,2,Medium Activity
6018,3,2,Medium Activity
6021,3,2,Medium Activity
6025,3,2,Medium Activity
6037,3,2,Medium Activity
6040,3,2,Medium Activity
6055,3,2,Medium Activity
6058,3,2,Medium Activity
6061,3,2,Medium Activity
6075,3,2,Medium Activity
6076,3,2,Medium Activity
6087,3,2,Medium Activity
6095,3,2,Medium Activity
6098,3,2,Medium Activity
6099,3,2,Medium Activity
6100,3,2,Medium Activity
6108,3,2,Medium Activity
6110,3,2,Medium Activity
6112,3,2,Medium Activity
6119,3,2,Medium Activity
6139,3,2,Medium Activity
6141,3,2,Medium Activity
6144,3,2,Medium Activity
6148,3,2,Medium Activity
6149,3,2,Medium Activity
6151,3,2,Medium Activity
6154,3,2,Medium Activity
6160,3,2,Medium Activity
6168,3,2,Medium Activity
6172,3,2,Medium Activity
6179,3,2,Medium Activity
6180,3,2,Medium Activity
6182,3,2,Medium Activity
6188,3,2,Medium Activity
6190,3,2,Medium Activity
6195,3,2,Medium Activity
6218,3,2,Medium Activity
6221,3,2,Medium Activity
6227,3,2,Medium Activity
6230,3,2,Medium Activity
6236,3,2,Medium Activity
6237,3,2,Medium Activity
6244,3,2,Medium Activity
6258,3,2,Medium Activity
6259,3,2,Medium Activity
6265,3,2,Medium Activity
6272,3,2,Medium Activity
6275,3,2,Medium Activity
6287,3,2,Medium Activity
6293,3,2,Medium Activity
6306,3,2,Medium Activity
6308,3,2,Medium Activity
6319,3,2,Medium Activity
6322,3,2,Medium Activity
6329,3,2,Medium Activity
6333,3,2,Medium Activity
6343,3,2,Medium Activity
6346,3,2,Medium Activity
6352,3,2,Medium Activity
6358,3,2,Medium Activity
6360,3,2,Medium Activity
6365,3,2,Medium Activity
6368,3,2,Medium Activity
6378,3,2,Medium Activity
6381,3,2,Medium Activity
6384,3,2,Medium Activity
6385,3,2,Medium Activity
6386,3,2,Medium Activity
6392,3,2,Medium Activity
6405,3,2,Medium Activity
6411,3,2,Medium Activity
6433,3,2,Medium Activity
6436,3,2,Medium Activity
6437,3,2,Medium Activity
6439,3,2,Medium Activity
6443,3,2,Medium Activity
6448,3,2,Medium Activity
6455,3,2,Medium Activity
6462,3,2,Medium Activity
6465,3,2,Medium Activity
6476,3,2,Medium Activity
6478,3,2,Medium Activity
6481,3,2,Medium Activity
6488,3,2,Medium Activity
6497,3,2,Medium Activity
6503,3,1,Medium Activity
6507,3,1,Medium Activity
6508,3,1,Medium Activity
6515,3,1,Medium Activity
6517,3,1,Medium Activity
6532,3,1,Medium Activity
6541,3,1,Medium Activity
6562,3,1,Medium Activity
6572,3,1,Medium Activity
6576,3,1,Medium Activity
6579,3,1,Medium Activity
6580,3,1,Medium Activity
6582,3,1,Medium Activity
6603,3,1,Medium Activity
6605,3,1,Medium Activity
6608,3,1,Medium Activity
6618,3,1,Medium Activity
6624,3,1,Medium Activity
6636,3,1,Medium Activity
6641,3,1,Medium Activity
6658,3,1,Medium Activity
6662,3,1,Medium Activity
6663,3,1,Medium Activity
6666,3,1,Medium Activity
6667,3,1,Medium Activity
6668,3,1,Medium Activity
6669,3,1,Medium Activity
6673,3,1,Medium Activity
6679,3,1,Medium Activity
6685,3,1,Medium Activity
6691,3,1,Medium Activity
6692,3,1,Medium Activity
6693,3,1,Medium Activity
6696,3,1,Medium Activity
6704,3,1,Medium Activity
6710,3,1,Medium Activity
6716,3,1,Medium Activity
6722,3,1,Medium Activity
6723,3,1,Medium Activity
6729,3,1,Medium Activity
6732,3,1,Medium Activity
6735,3,1,Medium Activity
6736,3,1,Medium Activity
6738,3,1,Medium Activity
6741,3,1,Medium Activity
6744,3,1,Medium Activity
6745,3,1,Medium Activity
6746,3,1,Medium Activity
6747,3,1,Medium Activity
6752,3,1,Medium Activity
6755,3,1,Medium Activity
6760,3,1,Medium Activity
6764,3,1,Medium Activity
6766,3,1,Medium Activity
6774,3,1,Medium Activity
6785,3,1,Medium Activity
6790,3,1,Medium Activity
6796,3,1,Medium Activity
6804,3,1,Medium Activity
6807,3,1,Medium Activity
6809,3,1,Medium Activity
6827,3,1,Medium Activity
6847,3,1,Medium Activity
6856,3,1,Medium Activity
6862,3,1,Medium Activity
6877,3,1,Medium Activity
6880,3,1,Medium Activity
6882,3,1,Medium Activity
6885,3,1,Medium Activity
6895,3,1,Medium Activity
6899,3,1,Medium Activity
6911,3,1,Medium Activity
6927,3,1,Medium Activity
6937,3,1,Medium Activity
6944,3,1,Medium Activity
6946,3,1,Medium Activity
6951,3,1,Medium Activity
6954,3,1,Medium Activity
6971,3,1,Medium Activity
6972,3,1,Medium Activity
6976,3,1,Medium Activity
6977,3,1,Medium Activity
6986,3,1,Medium Activity
6992,3,1,Medium Activity
6995,3,1,Medium Activity
7004,3,0,Medium Activity
7011,3,0,Medium Activity
7029,3,0,Medium Activity
7034,3,0,Medium Activity
7037,3,0,Medium Activity
7038,3,0,Medium Activity
7052,3,0,Medium Activity
7054,3,0,Medium Activity
7076,3,0,Medium Activity
7081,3,0,Medium Activity
7083,3,0,Medium Activity
7089,3,0,Medium Activity
7090,3,0,Medium Activity
7099,3,0,Medium Activity
7106,3,0,Medium Activity
7109,3,0,Medium Activity
7110,3,0,Medium Activity
7114,3,0,Medium Activity
7117,3,0,Medium Activity
7118,3,0,Medium Activity
7124,3,0,Medium Activity
7128,3,0,Medium Activity
7140,3,0,Medium Activity
7150,3,0,Medium Activity
7152,3,0,Medium Activity
7154,3,0,Medium Activity
7160,3,0,Medium Activity
7169,3,0,Medium Activity
7172,3,0,Medium Activity
7186,3,0,Medium Activity
7198,3,0,Medium Activity
7201,3,0,Medium Activity
7203,3,0,Medium Activity
7208,3,0,Medium Activity
7215,3,0,Medium Activity
7230,3,0,Medium Activity
7232,3,0,Medium Activity
7236,3,0,Medium Activity
7239,3,0,Medium Activity
7249,3,0,Medium Activity
7256,3,0,Medium Activity
7260,3,0,Medium Activity
7262,3,0,Medium Activity
7273,3,0,Medium Activity
7275,3,0,Medium Activity
7276,3,0,Medium Activity
7278,3,0,Medium Activity
7281,3,0,Medium Activity
7284,3,0,Medium Activity
7288,3,0,Medium Activity
7301,3,0,Medium Activity
7302,3,0,Medium Activity
7309,3,0,Medium Activity
7311,3,0,Medium Activity
7313,3,0,Medium Activity
7335,3,0,Medium Activity
7336,3,0,Medium Activity
7350,3,0,Medium Activity
7352,3,0,Medium Activity
7355,3,0,Medium Activity
7356,3,0,Medium Activity
7357,3,0,Medium Activity
7360,3,0,Medium Activity
7372,3,0,Medium Activity
7373,3,0,Medium Activity
7378,3,0,Medium Activity
7386,3,0,Medium Activity
7389,3,0,Medium Activity
7404,3,0,Medium Activity
7407,3,0,Medium Activity
7410,3,0,Medium Activity
7411,3,0,Medium Activity
7414,3,0,Medium Activity
7421,3,0,Medium Activity
7422,3,0,Medium Activity
7431,3,0,Medium Activity
7435,3,0,Medium Activity
7438,3,0,Medium Activity
7443,3,0,Medium Activity
7445,3,0,Medium Activity
7446,3,0,Medium Activity
7447,3,0,Medium Activity
7448,3,0,Medium Activity
7454,3,0,Medium Activity
7459,3,0,Medium Activity
7460,3,0,Medium Activity
7467,3,0,Medium Activity
7469,3,0,Medium Activity
7470,3,0,Medium Activity
7471,3,0,Medium Activity
7494,3,0,Medium Activity
7500,3,0,Medium Activity
7501,3,0,Medium Activity
7507,3,0,Medium Activity
7514,3,0,Medium Activity
7523,3,0,Medium Activity
7525,3,0,Medium Activity
7533,3,0,Medium Activity
7535,3,0,Medium Activity
7548,3,0,Medium Activity
7555,3,0,Medium Activity
7561,3,0,Medium Activity
7562,3,0,Medium Activity
7580,3,0,Medium Activity
7581,3,0,Medium Activity
7588,3,0,Medium Activity
7595,3,0,Medium Activity
7597,3,0,Medium Activity
7605,3,0,Medium Activity
7609,3,0,Medium Activity
7615,3,0,Medium Activity
7619,3,0,Medium Activity
7642,3,0,Medium Activity
7646,3,0,Medium Activity
7671,3,0,Medium Activity
7681,3,0,Medium Activity
7686,3,0,Medium Activity
7687,3,0,Medium Activity
7689,3,0,Medium Activity
7693,3,0,Medium Activity
7694,3,0,Medium Activity
7702,3,0,Medium Activity
7708,3,0,Medium Activity
7712,3,0,Medium Activity
7714,3,0,Medium Activity
7717,3,0,Medium Activity
7724,3,0,Medium Activity
7736,3,0,Medium Activity
7738,3,0,Medium Activity
7740,3,0,Medium Activity
7743,3,0,Medium Activity
7746,3,0,Medium Activity
7750,3,0,Medium Activity
7759,3,0,Medium Activity
7766,3,0,Medium Activity
7767,3,0,Medium Activity
7773,3,0,Medium Activity
7774,3,0,Medium Activity
7776,3,0,Medium Activity
7779,3,0,Medium Activity
7782,3,0,Medium Activity
7783,3,0,Medium Activity
7802,3,0,Medium Activity
7805,3,0,Medium Activity
7810,3,0,Medium Activity
7815,3,0,Medium Activity
7816,3,0,Medium Activity
7818,3,0,Medium Activity
7819,3,0,Medium Activity
7826,3,0,Medium Activity
7828,3,0,Medium Activity
7829,3,0,Medium Activity
7840,3,0,Medium Activity
7850,3,0,Medium Activity
7858,3,0,Medium Activity
7860,3,0,Medium Activity
7862,3,0,Medium Activity
7863,3,0,Medium Activity
7864,3,0,Medium Activity
7871,3,0,Medium Activity
7873,3,0,Medium Activity
7890,3,0,Medium Activity
7906,3,0,Medium Activity
7907,3,0,Medium Activity
7913,3,0,Medium Activity
7921,3,0,Medium Activity
7924,3,0,Medium Activity
7931,3,0,Medium Activity
7934,3,0,Medium Activity
7939,3,0,Medium Activity
7952,3,0,Medium Activity
7963,3,0,Medium Activity
7977,3,0,Medium Activity
7979,3,0,Medium Activity
7992,3,0,Medium Activity
7993,3,0,Medium Activity
8005,3,0,Medium Activity
8013,3,0,Medium Activity
8015,3,0,Medium Activity
8019,3,0,Medium Activity
8020,3,0,Medium Activity
8023,3,0,Medium Activity
8025,3,0,Medium Activity
8033,3,0,Medium Activity
8043,3,0,Medium Activity
8044,3,0,Medium Activity
8047,3,0,Medium Activity
8051,3,0,Medium Activity
8076,3,0,Medium Activity
8077,3,0,Medium Activity
8087,3,0,Medium Activity
8092,3,0,Medium Activity
8096,3,0,Medium Activity
8106,3,0,Medium Activity
8122,3,0,Medium Activity
8127,3,0,Medium Activity
8131,3,0,Medium Activity
8132,3,0,Medium Activity
8134,3,0,Medium Activity
8149,3,0,Medium Activity
8151,3,0,Medium Activity
8154,3,0,Medium Activity
8157,3,0,Medium Activity
8158,3,0,Medium Activity
8161,3,0,Medium Activity
8162,3,0,Medium Activity
8177,3,0,Medium Activity
8188,3,0,Medium Activity
8192,3,0,Medium Activity
8193,3,0,Medium Activity
8195,3,0,Medium Activity
8214,3,0,Medium Activity
8218,3,0,Medium Activity
8223,3,0,Medium Activity
8238,3,0,Medium Activity
8245,3,0,Medium Activity
8246,3,0,Medium Activity
8249,3,0,Medium Activity
8260,3,0,Medium Activity
8261,3,0,Medium Activity
8270,3,0,Medium Activity
8287,3,0,Medium Activity
8294,3,0,Medium Activity
8298,3,0,Medium Activity
8300,3,0,Medium Activity
8301,3,0,Medium Activity
8305,3,0,Medium Activity
8318,3,0,Medium Activity
8327,3,0,Medium Activity
8334,3,0,Medium Activity
8349,3,0,Medium Activity
8354,3,0,Medium Activity
8368,3,0,Medium Activity
8370,3,0,Medium Activity
8372,3,0,Medium Activity
8373,3,0,Medium Activity
8380,3,0,Medium Activity
8391,3,0,Medium Activity
8395,3,0,Medium Activity
8396,3,0,Medium Activity
8401,3,0,Medium Activity
8413,3,0,Medium Activity
8423,3,0,Medium Activity
8424,3,0,Medium Activity
8436,3,0,Medium Activity
8449,3,0,Medium Activity
8455,3,0,Medium Activity
8463,3,0,Medium Activity
8466,3,0,Medium Activity
8471,3,0,Medium Activity
8475,3,0,Medium Activity
8484,3,0,Medium Activity
8486,3,0,Medium Activity
8494,3,0,Medium Activity
8496,3,0,Medium Activity
8501,3,0,Medium Activity
8506,3,0,Medium Activity
8508,3,0,Medium Activity
8511,3,0,Medium Activity
8514,3,0,Medium Activity
8530,3,0,Medium Activity
8535,3,0,Medium Activity
8546,3,0,Medium Activity
8548,3,0,Medium Activity
8550,3,0,Medium Activity
8557,3,0,Medium Activity
8560,3,0,Medium Activity
8578,3,0,Medium Activity
8581,3,0,Medium Activity
8582,3,0,Medium Activity
8583,3,0,Medium Activity
8586,3,0,Medium Activity
8588,3,0,Medium Activity
8596,3,0,Medium Activity
8601,3,0,Medium Activity
8603,3,0,Medium Activity
8620,3,0,Medium Activity
8621,3,0,Medium Activity
8630,3,0,Medium Activity
8631,3,0,Medium Activity
8632,3,0,Medium Activity
8638,3,0,Medium Activity
8644,3,0,Medium Activity
8659,3,0,Medium Activity
8661,3,0,Medium Activity
8665,3,0,Medium Activity
8666,3,0,Medium Activity
8678,3,0,Medium Activity
8686,3,0,Medium Activity
8687,3,0,Medium Activity
8690,3,0,Medium Activity
8692,3,0,Medium Activity
8693,3,0,Medium Activity
8703,3,0,Medium Activity
8708,3,0,Medium Activity
8710,3,0,Medium Activity
8711,3,0,Medium Activity
8717,3,0,Medium Activity
8732,3,0,Medium Activity
8748,3,0,Medium Activity
8753,3,0,Medium Activity
8765,3,0,Medium Activity
8771,3,0,Medium Activity
8781,3,0,Medium Activity
8796,3,0,Medium Activity
8805,3,0,Medium Activity
8807,3,0,Medium Activity
8811,3,0,Medium Activity
8812,3,0,Medium Activity
8821,3,0,Medium Activity
8826,3,0,Medium Activity
8835,3,0,Medium Activity
8837,3,0,Medium Activity
8841,3,0,Medium Activity
8843,3,0,Medium Activity
8849,3,0,Medium Activity
8851,3,0,Medium Activity
8853,3,0,Medium Activity
8859,3,0,Medium Activity
8860,3,0,Medium Activity
8862,3,0,Medium Activity
8868,3,0,Medium Activity
8871,3,0,Medium Activity
8884,3,0,Medium Activity
8887,3,0,Medium Activity
8891,3,0,Medium Activity
8892,3,0,Medium Activity
8895,3,0,Medium Activity
8901,3,0,Medium Activity
8907,3,0,Medium Activity
8911,3,0,Medium Activity
8915,3,0,Medium Activity
8918,3,0,Medium Activity
8927,3,0,Medium Activity
8931,3,0,Medium Activity
8946,3,0,Medium Activity
8953,3,0,Medium Activity
8954,3,0,Medium Activity
8956,3,0,Medium Activity
8965,3,0,Medium Activity
8976,3,0,Medium Activity
8983,3,0,Medium Activity
8984,3,0,Medium Activity
8985,3,0,Medium Activity
8987,3,0,Medium Activity
8988,3,0,Medium Activity
8990,3,0,Medium Activity
8998,3,0,Medium Activity
9003,3,0,Medium Activity
9010,3,0,Medium Activity
9015,3,0,Medium Activity
9018,3,0,Medium Activity
9019,3,0,Medium Activity
9025,3,0,Medium Activity
9029,3,0,Medium Activity
9032,3,0,Medium Activity
9033,3,0,Medium Activity
9035,3,0,Medium Activity
9039,3,0,Medium Activity
9040,3,0,Medium Activity
9042,3,0,Medium Activity
9045,3,0,Medium Activity
9046,3,0,Medium Activity
9049,3,0,Medium Activity
9051,3,0,Medium Activity
9074,3,0,Medium Activity
9078,3,0,Medium Activity
9082,3,0,Medium Activity
9084,3,0,Medium Activity
9087,3,0,Medium Activity
9088,3,0,Medium Activity
9095,3,0,Medium Activity
9097,3,0,Medium Activity
9102,3,0,Medium Activity
9107,3,0,Medium Activity
9109,3,0,Medium Activity
9115,3,0,Medium Activity
9133,3,0,Medium Activity
9142,3,0,Medium Activity
9148,3,0,Medium Activity
9155,3,0,Medium Activity
9167,3,0,Medium Activity
9168,3,0,Medium Activity
9175,3,0,Medium Activity
9179,3,0,Medium Activity
9184,3,0,Medium Activity
9186,3,0,Medium Activity
9190,3,0,Medium Activity
9191,3,0,Medium Activity
9196,3,0,Medium Activity
9201,3,0,Medium Activity
9207,3,0,Medium Activity
9216,3,0,Medium Activity
9230,3,0,Medium Activity
9236,3,0,Medium Activity
9255,3,0,Medium Activity
9274,3,0,Medium Activity
9281,3,0,Medium Activity
9284,3,0,Medium Activity
9286,3,0,Medium Activity
9291,3,0,Medium Activity
9296,3,0,Medium Activity
9300,3,0,Medium Activity
9308,3,0,Medium Activity
9309,3,0,Medium Activity
9311,3,0,Medium Activity
9313,3,0,Medium Activity
9315,3,0,Medium Activity
9317,3,0,Medium Activity
9319,3,0,Medium Activity
9327,3,0,Medium Activity
9331,3,0,Medium Activity
9333,3,0,Medium Activity
9336,3,0,Medium Activity
9337,3,0,Medium Activity
9343,3,0,Medium Activity
9345,3,0,Medium Activity
9349,3,0,Medium Activity
9354,3,0,Medium Activity
9359,3,0,Medium Activity
9362,3,0,Medium Activity
9363,3,0,Medium Activity
9367,3,0,Medium Activity
9372,3,0,Medium Activity
9377,3,0,Medium Activity
9381,3,0,Medium Activity
9385,3,0,Medium Activity
9388,3,0,Medium Activity
9394,3,0,Medium Activity
9398,3,0,Medium Activity
9406,3,0,Medium Activity
9417,3,0,Medium Activity
9419,3,0,Medium Activity
9421,3,0,Medium Activity
9423,3,0,Medium Activity
9425,3,0,Medium Activity
9426,3,0,Medium Activity
9429,3,0,Medium Activity
9437,3,0,Medium Activity
9450,3,0,Medium Activity
9452,3,0,Medium Activity
9455,3,0,Medium Activity
9475,3,0,Medium Activity
9478,3,0,Medium Activity
9483,3,0,Medium Activity
9489,3,0,Medium Activity
9494,3,0,Medium Activity
9505,3,0,Medium Activity
9508,3,0,Medium Activity
9512,3,0,Medium Activity
9514,3,0,Medium Activity
9526,3,0,Medium Activity
9527,3,0,Medium Activity
9534,3,0,Medium Activity
9538,3,0,Medium Activity
9540,3,0,Medium Activity
9545,3,0,Medium Activity
9551,3,0,Medium Activity
9552,3,0,Medium Activity
9555,3,0,Medium Activity
9559,3,0,Medium Activity
9561,3,0,Medium Activity
9569,3,0,Medium Activity
9572,3,0,Medium Activity
9577,3,0,Medium Activity
9579,3,0,Medium Activity
9581,3,0,Medium Activity
9584,3,0,Medium Activity
9585,3,0,Medium Activity
9587,3,0,Medium Activity
9603,3,0,Medium Activity
9605,3,0,Medium Activity
9609,3,0,Medium Activity
9610,3,0,Medium Activity
9612,3,0,Medium Activity
9613,3,0,Medium Activity
9618,3,0,Medium Activity
9619,3,0,Medium Activity
9621,3,0,Medium Activity
9625,3,0,Medium Activity
9633,3,0,Medium Activity
9638,3,0,Medium Activity
9639,3,0,Medium Activity
9643,3,0,Medium Activity
9645,3,0,Medium Activity
9651,3,0,Medium Activity
9655,3,0,Medium Activity
9658,3,0,Medium Activity
9666,3,0,Medium Activity
9667,3,0,Medium Activity
9670,3,0,Medium Activity
9680,3,0,Medium Activity
9685,3,0,Medium Activity
9687,3,0,Medium Activity
9691,3,0,Medium Activity
9694,3,0,Medium Activity
9695,3,0,Medium Activity
9696,3,0,Medium Activity
9697,3,0,Medium Activity
9704,3,0,Medium Activity
9705,3,0,Medium Activity
9706,3,0,Medium Activity
9712,3,0,Medium Activity
9721,3,0,Medium Activity
9726,3,0,Medium Activity
9732,3,0,Medium Activity
9738,3,0,Medium Activity
9748,3,0,Medium Activity
9753,3,0,Medium Activity
9754,3,0,Medium Activity
9758,3,0,Medium Activity
9762,3,0,Medium Activity
9781,3,0,Medium Activity
9786,3,0,Medium Activity
9791,3,0,Medium Activity
9794,3,0,Medium Activity
9795,3,0,Medium Activity
9803,3,0,Medium Activity
9807,3,0,Medium Activity
9812,3,0,Medium Activity
9818,3,0,Medium Activity
9837,3,0,Medium Activity
9838,3,0,Medium Activity
9840,3,0,Medium Activity
9843,3,0,Medium Activity
9845,3,0,Medium Activity
9850,3,0,Medium Activity
9851,3,0,Medium Activity
9855,3,0,Medium Activity
9857,3,0,Medium Activity
9862,3,0,Medium Activity
9869,3,0,Medium Activity
9870,3,0,Medium Activity
9889,3,0,Medium Activity
9899,3,0,Medium Activity
9903,3,0,Medium Activity
9905,3,0,Medium Activity
9936,3,0,Medium Activity
9955,3,0,Medium Activity
9957,3,0,Medium Activity
9959,3,0,Medium Activity
9971,3,0,Medium Activity
9978,3,0,Medium Activity
9985,3,0,Medium Activity
9986,3,0,Medium Activity
9989,3,0,Medium Activity
9991,3,0,Medium Activity
9993,3,0,Medium Activity
9996,3,0,Medium Activity
10000,3,0,Medium Activity
2,2,6,Medium Activity
12,2,6,Medium Activity
19,2,6,Medium Activity
23,2,6,Medium Activity
24,2,6,Medium Activity
36,2,6,Medium Activity
39,2,6,Medium Activity
45,2,6,Medium Activity
52,2,6,Medium Activity
56,2,6,Medium Activity
62,2,6,Medium Activity
74,2,6,Medium Activity
75,2,6,Medium Activity
77,2,6,Medium Activity
82,2,6,Medium Activity
99,2,6,Medium Activity
104,2,6,Medium Activity
105,2,6,Medium Activity
109,2,6,Medium Activity
110,2,6,Medium Activity
117,2,6,Medium Activity
128,2,6,Medium Activity
135,2,6,Medium Activity
137,2,6,Medium Activity
140,2,6,Medium Activity
141,2,6,Medium Activity
144,2,6,Medium Activity
151,2,6,Medium Activity
157,2,6,Medium Activity
164,2,6,Medium Activity
166,2,6,Medium Activity
167,2,6,Medium Activity
170,2,6,Medium Activity
175,2,6,Medium Activity
176,2,6,Medium Activity
178,2,6,Medium Activity
183,2,6,Medium Activity
184,2,6,Medium Activity
187,2,6,Medium Activity
188,2,6,Medium Activity
191,2,6,Medium Activity
192,2,6,Medium Activity
196,2,6,Medium Activity
200,2,6,Medium Activity
203,2,6,Medium Activity
204,2,6,Medium Activity
205,2,6,Medium Activity
208,2,6,Medium Activity
211,2,6,Medium Activity
214,2,6,Medium Activity
215,2,6,Medium Activity
218,2,6,Medium Activity
223,2,6,Medium Activity
231,2,6,Medium Activity
232,2,6,Medium Activity
234,2,6,Medium Activity
243,2,6,Medium Activity
245,2,6,Medium Activity
248,2,6,Medium Activity
252,2,6,Medium Activity
254,2,6,Medium Activity
258,2,6,Medium Activity
261,2,6,Medium Activity
262,2,6,Medium Activity
275,2,6,Medium Activity
279,2,6,Medium Activity
281,2,6,Medium Activity
282,2,6,Medium Activity
287,2,6,Medium Activity
290,2,6,Medium Activity
291,2,6,Medium Activity
293,2,6,Medium Activity
295,2,6,Medium Activity
298,2,6,Medium Activity
300,2,6,Medium Activity
301,2,6,Medium Activity
303,2,6,Medium Activity
304,2,6,Medium Activity
308,2,6,Medium Activity
311,2,6,Medium Activity
314,2,6,Medium Activity
322,2,6,Medium Activity
325,2,6,Medium Activity
326,2,6,Medium Activity
327,2,6,Medium Activity
332,2,6,Medium Activity
338,2,6,Medium Activity
344,2,6,Medium Activity
349,2,6,Medium Activity
352,2,6,Medium Activity
363,2,6,Medium Activity
366,2,6,Medium Activity
371,2,6,Medium Activity
372,2,6,Medium Activity
374,2,6,Medium Activity
379,2,6,Medium Activity
387,2,6,Medium Activity
388,2,6,Medium Activity
394,2,6,Medium Activity
395,2,6,Medium Activity
397,2,6,Medium Activity
399,2,6,Medium Activity
400,2,6,Medium Activity
414,2,6,Medium Activity
415,2,6,Medium Activity
416,2,6,Medium Activity
421,2,6,Medium Activity
428,2,6,Medium Activity
432,2,6,Medium Activity
435,2,6,Medium Activity
440,2,6,Medium Activity
441,2,6,Medium Activity
445,2,6,Medium Activity
446,2,6,Medium Activity
453,2,6,Medium Activity
459,2,6,Medium Activity
462,2,6,Medium Activity
463,2,6,Medium Activity
464,2,6,Medium Activity
467,2,6,Medium Activity
472,2,6,Medium Activity
473,2,6,Medium Activity
474,2,6,Medium Activity
475,2,6,Medium Activity
478,2,6,Medium Activity
486,2,6,Medium Activity
495,2,6,Medium Activity
496,2,6,Medium Activity
498,2,6,Medium Activity
504,2,6,Medium Activity
505,2,6,Medium Activity
506,2,6,Medium Activity
513,2,6,Medium Activity
515,2,6,Medium Activity
522,2,6,Medium Activity
524,2,6,Medium Activity
525,2,6,Medium Activity
526,2,6,Medium Activity
531,2,6,Medium Activity
534,2,6,Medium Activity
538,2,6,Medium Activity
540,2,6,Medium Activity
546,2,6,Medium Activity
548,2,6,Medium Activity
552,2,6,Medium Activity
555,2,6,Medium Activity
559,2,6,Medium Activity
561,2,6,Medium Activity
564,2,6,Medium Activity
565,2,6,Medium Activity
566,2,6,Medium Activity
568,2,6,Medium Activity
572,2,6,Medium Activity
581,2,6,Medium Activity
582,2,6,Medium Activity
585,2,6,Medium Activity
591,2,6,Medium Activity
592,2,6,Medium Activity
593,2,6,Medium Activity
600,2,6,Medium Activity
601,2,6,Medium Activity
604,2,6,Medium Activity
605,2,6,Medium Activity
611,2,6,Medium Activity
612,2,6,Medium Activity
617,2,6,Medium Activity
619,2,6,Medium Activity
622,2,6,Medium Activity
626,2,6,Medium Activity
629,2,6,Medium Activity
642,2,6,Medium Activity
644,2,6,Medium Activity
649,2,6,Medium Activity
651,2,6,Medium Activity
654,2,6,Medium Activity
656,2,6,Medium Activity
659,2,6,Medium Activity
661,2,6,Medium Activity
662,2,6,Medium Activity
666,2,6,Medium Activity
667,2,6,Medium Activity
673,2,6,Medium Activity
674,2,6,Medium Activity
678,2,6,Medium Activity
680,2,6,Medium Activity
688,2,6,Medium Activity
696,2,6,Medium Activity
708,2,6,Medium Activity
710,2,6,Medium Activity
717,2,6,Medium Activity
718,2,6,Medium Activity
721,2,6,Medium Activity
722,2,6,Medium Activity
724,2,6,Medium Activity
727,2,6,Medium Activity
736,2,6,Medium Activity
747,2,6,Medium Activity
756,2,6,Medium Activity
757,2,6,Medium Activity
759,2,6,Medium Activity
760,2,6,Medium Activity
762,2,6,Medium Activity
763,2,6,Medium Activity
767,2,6,Medium Activity
768,2,6,Medium Activity
778,2,6,Medium Activity
782,2,6,Medium Activity
791,2,6,Medium Activity
799,2,6,Medium Activity
804,2,6,Medium Activity
805,2,6,Medium Activity
806,2,6,Medium Activity
811,2,6,Medium Activity
812,2,6,Medium Activity
814,2,6,Medium Activity
816,2,6,Medium Activity
817,2,6,Medium Activity
830,2,6,Medium Activity
831,2,6,Medium Activity
836,2,6,Medium Activity
838,2,6,Medium Activity
839,2,6,Medium Activity
840,2,6,Medium Activity
841,2,6,Medium Activity
843,2,6,Medium Activity
850,2,6,Medium Activity
852,2,6,Medium Activity
859,2,6,Medium Activity
867,2,6,Medium Activity
871,2,6,Medium Activity
876,2,6,Medium Activity
878,2,6,Medium Activity
881,2,6,Medium Activity
886,2,6,Medium Activity
887,2,6,Medium Activity
888,2,6,Medium Activity
890,2,6,Medium Activity
896,2,6,Medium Activity
899,2,6,Medium Activity
905,2,6,Medium Activity
